Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193381312,12/4/2019,12/4/2019,1500,12/4/2019,1510,302,,,765 MCDANIEL ST SW,Evening Watch,18,ROBBERY-PEDESTRIAN,311,1204,Pittsburgh,V,33.73365,-84.40221
193382355,12/4/2019,12/4/2019,2300,12/4/2019,2345,306,,,818 BURCHILL ST SW,Morning Watch,20,ROBBERY-RESIDENCE,315,1207,Sylvan Hills,X,33.71231,-84.4155
193380210,12/4/2019,12/4/2019,0,12/4/2019,150,410,,I5,2328 CAMPBELLTON RD SW,Morning Watch,26,LARCENY-NON VEHICLE,690,2399,Campbellton Road,R,33.70439,-84.4634
193380257,12/4/2019,12/4/2019,341,12/4/2019,341,103,,,2025 BOLTON RD NW,Morning Watch,99,LARCENY-NON VEHICLE,690,2399,Riverside,D,33.81069,-84.47537
193381261,12/4/2019,12/4/2019,1440,12/4/2019,1445,306,,,994 KATHERWOOD DR SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Sylvan Hills,X,33.71053,-84.42076
193381435,12/4/2019,12/1/2019,1700,12/2/2019,2000,611,,,17 SPENCE AVE NE,Evening Watch,,LARCENY-NON VEHICLE,690,2399,East Lake,O,33.75204,-84.2958
193381798,12/4/2019,12/4/2019,1755,12/4/2019,1814,404,,,807 CASCADE AVE SW,Evening Watch,8,LARCENY-NON VEHICLE,690,2399,Cascade Avenue/Road,S,33.73323,-84.43795
193381867,12/4/2019,11/4/2019,800,12/4/2019,1838,403,,,1119 EDGEFIELD DR SW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Oakland City,S,33.72448,-84.42994
193381900,12/4/2019,12/4/2019,1620,12/4/2019,1626,103,,,2553 FORREST AVE NW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Riverside,D,33.81426,-84.47178
193382033,12/4/2019,11/21/2019,1600,12/4/2019,2002,406,,,2237 CASCADE RD SW,Evening Watch,8,LARCENY-NON VEHICLE,690,2399,Cascade Avenue/Road,S,33.72282,-84.46129
