Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
193561241,12/22/2019,12/22/2019,1600,12/22/2019,1637,204,,,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
193570743,12/23/2019,12/23/2019,1110,12/23/2019,1111,211,,,2525 PIEDMONT RD NE @HOME DEPOT,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.824,-84.36521
193570901,12/23/2019,12/23/2019,1235,12/23/2019,1242,614,,,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.77469,-84.36561
193570980,12/23/2019,12/23/2019,1330,12/23/2019,1340,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,8,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68677,-84.49773
193571031,12/23/2019,12/23/2019,1330,12/23/2019,1350,602,,,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Poncey-Highland,N,33.7734,-84.35467
193571182,12/23/2019,12/23/2019,1521,12/23/2019,1800,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68845,-84.49328
193571304,12/23/2019,12/23/2019,1605,12/23/2019,1615,210,,,3393 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193571432,12/23/2019,12/23/2019,1703,12/23/2019,1745,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
193571576,12/23/2019,12/23/2019,1805,12/23/2019,1805,405,,,3050 MARTIN L KING JR DR SW,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Harland Terrace,I,33.75177,-84.4857
193571593,12/23/2019,12/23/2019,1700,12/23/2019,1730,210,,,3393 PEACHTREE ROAD,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193571594,12/23/2019,12/21/2019,855,12/23/2019,1810,609,,,1275 CAROLINE ST NE ,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
193571995,12/23/2019,12/23/2019,2245,12/24/2019,2358,210,,,3393 PEACHTREE RD NE @Multiple,Morning Watch,24,LARCENY-NON VEHICLE,630,2303,Lenox,B,33.84676,-84.36212
193570529,12/23/2019,12/18/2019,158,12/23/2019,830,607,,,915 GLENWOOD AVE SE,Day Watch,6,LARCENY-NON VEHICLE,670,2308,Ormewood Park,W,33.73902,-84.3579
193570600,12/23/2019,12/23/2019,900,12/23/2019,930,101,,2,875 PARSONS ST SW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,Atlanta University Center,T,33.75089,-84.41625
193570625,12/23/2019,12/21/2019,1025,12/21/2019,1100,210,,10TH,3445 PEACHTREE RD NE,Day Watch,5,LARCENY-NON VEHICLE,670,2308,Lenox,B,33.85096,-84.36147
193571426,12/23/2019,12/23/2019,1430,12/23/2019,1510,505,,,75 5TH ST NW,Evening Watch,18,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.77694,-84.38963
193570992,12/23/2019,12/23/2019,1319,12/23/2019,1335,302,1,,765 MCDANIEL ST SW,Day Watch,26,ROBBERY-PEDESTRIAN,317,1299G,Pittsburgh,V,33.73365,-84.40221
193570368,12/23/2019,12/21/2019,2100,12/21/2019,2300,208,,821,3315 PEACHTREE RD NE,Evening Watch,14,LARCENY-NON VEHICLE,690,2399,Peachtree Park,B,33.84642,-84.36815
193570758,12/23/2019,11/13/2019,1100,11/13/2019,1100,607,,,1390 CUSTER WAY SE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Custer/McDonough/Guice,W,33.71613,-84.35276
193570863,12/23/2019,12/22/2019,1900,12/23/2019,1000,409,,N,3131 CAMPBELLTON RD SW,Day Watch,18,LARCENY-NON VEHICLE,690,2399,Southwest,R,33.69149,-84.49234
193571501,12/23/2019,12/23/2019,1200,12/23/2019,1730,110,,,1574 CRAFTSMAN RD NW,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Rockdale,G,33.78693,-84.44644
193571506,12/23/2019,12/22/2019,2100,12/23/2019,1430,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84676,-84.36212
193571637,12/23/2019,12/23/2019,700,12/23/2019,1800,313,,,3349 RENAULT RD SE,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Blair Villa/Poole Creek,Z,33.66367,-84.37928
193571720,12/23/2019,12/23/2019,1905,12/23/2019,1915,204,,,1801 HOWELL MILL RD NW,Evening Watch,7,LARCENY-NON VEHICLE,690,2399,Berkeley Park,D,33.80388,-84.41278
193572041,12/23/2019,12/23/2019,1201,12/24/2019,2332,607,,,1100 KNOTT ST SE,Morning Watch,20,LARCENY-NON VEHICLE,690,2399,Woodland Hills,W,33.72079,-84.35272
193570393,12/23/2019,12/22/2019,1900,12/23/2019,730,414,,C-4,3379 STONE RD SW,Morning Watch,18,AUTO THEFT,710,2404,,P,33.67304,-84.50104
193570539,12/23/2019,12/22/2019,2200,12/23/2019,800,609,,200,206 ROGERS ST NE,Day Watch,13,AUTO THEFT,710,2404,Kirkwood,O,33.76005,-84.32966
193570592,12/23/2019,10/19/2019,1800,12/23/2019,948,211,,,2799 PIEDMONT RD NE,Day Watch,99,AUTO THEFT,710,2404,Peachtree Park,B,33.83047,-84.36763
193570602,12/23/2019,12/22/2019,1600,12/22/2019,1610,107,,,13 S EUGENIA PL NW,Day Watch,13,AUTO THEFT,710,2404,Grove Park,J,33.77493,-84.45433
193570796,12/23/2019,12/21/2019,1700,12/23/2019,1030,311,,,329 MOUNT ZION RD SW,Day Watch,20,AUTO THEFT,710,2404,Hammond Park,X,33.67321,-84.40032
193571061,12/23/2019,12/23/2019,1400,12/23/2019,1408,103,,,1082 HUFF RD NW,Evening Watch,18,AUTO THEFT,710,2404,Blandtown,D,33.78904,-84.42284
193571072,12/23/2019,12/23/2019,1100,12/23/2019,1400,110,,,1532 CRAFTSMAN RD NW,Evening Watch,20,AUTO THEFT,710,2404,Rockdale,G,33.78654,-84.44472
193571326,12/23/2019,12/11/2019,2200,12/12/2019,700,501,,,194 14TH ST NW,Morning Watch,18,AUTO THEFT,710,2404,Midtown,E,33.78657,-84.38106
193571407,12/23/2019,12/23/2019,1600,12/23/2019,1900,607,,,1406 HEIGHTS PARK DR SE,Evening Watch,13,AUTO THEFT,710,2404,Custer/McDonough/Guice,W,33.71566,-84.35084
193571917,12/23/2019,12/23/2019,2100,12/23/2019,2300,212,,,2430 CHESHIRE BRIDGE RD NE ,Morning Watch,18,AUTO THEFT,710,2404,Lindridge/Martin Manor,F,33.82149,-84.35161
193571532,12/23/2019,12/22/2019,1930,12/23/2019,1745,204,,2301,1391 COLLIER RD NW,Evening Watch,18,AUTO THEFT,730,2434,Underwood Hills,D,33.80989,-84.43402
193570491,12/23/2019,12/23/2019,850,12/23/2019,854,509,,,355 PEACHTREE ST NE (IMPERIAL HOTEL),Day Watch,18,ROBBERY-PEDESTRIAN,341,1206,Downtown,M,33.76374,-84.38622
193570839,12/23/2019,12/23/2019,1150,12/23/2019,1150,403,,,1617 KENMORE ST SW,Day Watch,13,ROBBERY-PEDESTRIAN,311,1204,Cascade Avenue/Road,S,33.72586,-84.4427
193570342,12/23/2019,12/23/2019,500,12/23/2019,500,505,,,720 ARGONNE AVE NE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Midtown,E,33.77435,-84.37795
193571015,12/23/2019,12/23/2019,1344,12/23/2019,1346,206,,575,400 PHARR RD NE,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Buckhead Village,B,33.8371,-84.3747
193571119,12/23/2019,12/19/2019,1200,12/23/2019,1000,302,,,1167 HUBBARD ST SW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Pittsburgh,V,33.72319,-84.40254
193571859,12/23/2019,12/23/2019,1300,12/23/2019,1657,205,,1543,214 COLONIAL HOMES DR NW,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,Colonial Homes,C,33.81392,-84.39459
193571152,12/23/2019,12/21/2019,300,12/23/2019,1300,509,,,2 ANDREW YOUNG INTERNA BLVD NE,Evening Watch,99,LARCENY-FROM VEHICLE,650,2304,Downtown,M,33.75979,-84.38735
193571288,12/23/2019,12/23/2019,800,12/23/2019,1600,304,,,489 REED ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,650,2304,Summerhill,V,33.74101,-84.38571
193570146,12/23/2019,12/23/2019,100,12/23/2019,200,501,,,699 11TH ST NW,Morning Watch,,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78326,-84.41016
193570193,12/23/2019,12/23/2019,230,12/23/2019,235,503,,,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78014,-84.38747
193570409,12/23/2019,12/22/2019,1900,12/23/2019,300,612,,,1385 ORMEWOOD AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,East Atlanta,W,33.73381,-84.34229
193570572,12/23/2019,12/19/2019,2200,12/20/2019,1000,212,,,2430 CHESHIRE BRIDGE RD NE,Unknown,26,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.82115,-84.35224
193570611,12/23/2019,12/22/2019,2100,12/23/2019,1000,110,,,1903 DREW DR NW @APS WESTSIDE,Day Watch,26,LARCENY-FROM VEHICLE,640,2305,West Highlands,G,33.79346,-84.45106
193570708,12/23/2019,12/23/2019,1000,12/23/2019,1054,604,,,560 EDGEWOOD AVE NE,Day Watch,99,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.7547,-84.36905
193570736,12/23/2019,12/22/2019,200,12/23/2019,1110,312,,,406 MULBERRY ROW SE,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Glenrose Heights,Z,33.6664,-84.3833
193570749,12/23/2019,12/20/2019,1400,12/20/2019,2300,211,,2412,2591 PIEDMONT RD NE,Evening Watch,26,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82543,-84.36706
193570791,12/23/2019,12/23/2019,700,12/23/2019,1137,305,,,228 MARGARET ST SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,South Atlanta,Y,33.71225,-84.38149
193570829,12/23/2019,12/23/2019,10,12/23/2019,20,208,,,3242 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84425,-84.37311
193570868,12/23/2019,12/23/2019,1115,12/23/2019,1215,505,,,848 PEACHTREE ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77785,-84.38537
193571111,12/23/2019,12/23/2019,1300,12/23/2019,1400,602,,,465 N HIGHLAND AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.7668,-84.3528
193571206,12/23/2019,12/22/2019,1415,12/23/2019,1430,604,,,395 CHAMBERLAIN ST SE @LIBERTY BAPTIST,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75352,-84.37453
193571209,12/23/2019,12/23/2019,645,12/23/2019,1535,606,,,904 MEMORIAL DR SE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Reynoldstown,N,33.74667,-84.35784
193571563,12/23/2019,12/23/2019,1715,12/23/2019,1800,608,,,1238 DEKALB AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Candler Park,N,33.76105,-84.34752
193571574,12/23/2019,12/23/2019,1747,12/23/2019,1748,412,,,4465 CAMPBELLTON RD SW,Evening Watch,24,LARCENY-FROM VEHICLE,640,2305,,P,33.69704,-84.53462
193571631,12/23/2019,12/23/2019,1730,12/23/2019,1830,602,,,1034 BLUE RIDGE AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77252,-84.35365
193571782,12/23/2019,12/23/2019,1500,12/23/2019,2000,604,,,75 AIRLINE ST SE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75403,-84.36648
193571832,12/23/2019,12/23/2019,1434,12/23/2019,1520,503,,,60 11TH ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78364,-84.38514
193571872,12/23/2019,12/23/2019,1830,12/23/2019,2120,604,,,427 EDGEWOOD AVE SE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75413,-84.37361
193571913,12/23/2019,12/23/2019,2045,12/23/2019,2145,602,,,863 LAKE AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.76018,-84.35904
193571921,12/23/2019,12/23/2019,2015,12/23/2019,2145,501,,,1005 HEMPHILL AVE NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.7822,-84.40438
193571987,12/23/2019,12/23/2019,2100,12/23/2019,2250,509,,,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.77023,-84.38815
193561621,12/23/2019,12/22/2019,1715,12/22/2019,1935,205,,,1971 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Channing Valley,C,33.80857,-84.41251
193570145,12/23/2019,12/23/2019,158,12/23/2019,158,405,,,180 PEYTON RD SW,Morning Watch,,AGG ASSAULT,410,1314,Chalet Woods,I,33.74879,-84.47226
193570786,12/23/2019,12/23/2019,1100,12/23/2019,1135,409,,15D,2909 CAMPBELLTON RD SW,Day Watch,26,AGG ASSAULT,410,1314,Southwest,R,33.69869,-84.48265
193571052,12/23/2019,12/23/2019,1403,12/23/2019,1403,104,,,1428 ADELE AVE SW,Evening Watch,20,AGG ASSAULT,410,1314,Mozley Park,K,33.75205,-84.43416
193571308,12/23/2019,12/23/2019,1607,12/23/2019,1611,104,,,1013 ASHBY GRV SW,Evening Watch,20,AGG ASSAULT,410,1314,Ashview Heights,T,33.75012,-84.42104
193571557,12/23/2019,12/23/2019,1755,12/23/2019,1758,605,,,275 MEMORIAL DR SE,Evening Watch,18,AGG ASSAULT,410,1314,Oakland,W,33.74686,-84.37931
193571582,12/23/2019,12/23/2019,1807,12/23/2019,1810,304,,501,875 HANK AARON DR SW,Evening Watch,18,AGG ASSAULT,410,1314,Peoplestown,V,33.73065,-84.38805
193580852,12/24/2019,12/24/2019,1200,12/24/2019,1258,405,,,119 KELSO DR SW,Day Watch,20,AGG ASSAULT,410,1314,Florida Heights,I,33.74779,-84.46928
193581403,12/24/2019,12/24/2019,1700,12/24/2019,1741,114,,,3673 CROFT PL NW,Evening Watch,13,AGG ASSAULT,410,1314,Carroll Heights,H,33.77547,-84.50792
193580913,12/24/2019,12/24/2019,1215,12/24/2019,1245,111,,313,3021 MIDDLETON RD NW,Day Watch,20,AGG ASSAULT,430,1315,,I,33.75314,-84.4892
193580248,12/24/2019,12/24/2019,226,12/24/2019,226,403,APT,A,1135 OAKLAND LN SW,Unknown,,AGG ASSAULT,440,1399,Oakland City,S,33.71965,-84.42493
193580397,12/24/2019,12/24/2019,300,12/24/2019,551,312,,D13,2786 OLD HAPEVILLE RD SW,Morning Watch,26,AGG ASSAULT,440,1399,Glenrose Heights,Z,33.67904,-84.39327
193572000,12/24/2019,12/23/2019,2145,12/23/2019,2300,501,,,1025 HOWELL MILL RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78285,-84.41126
193580002,12/24/2019,12/23/2019,2200,12/23/2019,2357,501,,,425 14TH STREET,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78629,-84.40114
193580004,12/24/2019,12/23/2019,1300,12/24/2019,2334,105,,,968 ASHBY CIR NW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Washington Park,K,33.76197,-84.41856
193580013,12/24/2019,12/23/2019,2100,12/24/2019,0,212,,,2470 CHESHIRE BRIDGE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.82205,-84.35239
193580033,12/24/2019,12/23/2019,1100,12/23/2019,2000,102,,1142,870 MAYSON TURNER RD NW,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Vine City,L,33.756,-84.41629
193580167,12/24/2019,12/24/2019,133,12/24/2019,135,601,,,777 DREWRY ST NE,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77751,-84.36183
193580203,12/24/2019,12/24/2019,0,12/24/2019,36,613,,,2069 CHESHIRE BRIDGE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81148,-84.35523
193580548,12/24/2019,12/23/2019,100,12/24/2019,550,411,,,2804 BONNYBROOK DR SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.69342,-84.48002
193580573,12/24/2019,12/23/2019,2000,12/24/2019,850,204,,,1801 HOWELL MILL RD NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.80388,-84.41278
193580577,12/24/2019,12/23/2019,1900,12/24/2019,855,603,,638,638 CITYSCAPE PLZ NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.77077,-84.37873
193580765,12/24/2019,12/23/2019,1600,12/24/2019,800,502,,,9 ANSLEY DR NE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Ansley Park,E,33.79587,-84.37852
193580770,12/24/2019,12/24/2019,937,12/24/2019,1115,504,,,840 MARIETTA ST NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Marietta Street Artery,E,33.77522,-84.40691
193580802,12/24/2019,12/24/2019,900,12/24/2019,1135,605,,,316 PAVILLION ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.73593,-84.37735
193580836,12/24/2019,12/24/2019,800,12/24/2019,1155,501,,,450 14TH ST NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78596,-84.40217
193580864,12/24/2019,12/24/2019,1200,12/24/2019,1210,412,,,1406 SHERRIE LN SW,Unknown,,LARCENY-FROM VEHICLE,640,2305,Greenbriar Village,P,33.70418,-84.53825
193580870,12/24/2019,12/24/2019,1221,12/24/2019,1221,103,,,1600 ELLSWORTH INDUSTRIAL PKWY NW,Day Watch,99,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.79826,-84.42811
193581015,12/24/2019,12/23/2019,2000,12/24/2019,800,210,,,894 WEST RD NE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Pine Hills,B,33.8335,-84.35818
193581018,12/24/2019,12/23/2019,2300,12/24/2019,700,212,,2241,1155 LAVISTA RD NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81806,-84.35082
193581065,12/24/2019,12/24/2019,1414,12/24/2019,1415,509,,,85 RENAISSANCE PKWY NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76839,-84.38459
193581069,12/24/2019,12/24/2019,1230,12/24/2019,1330,505,,,805 PEACHTREE ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77646,-84.38391
193581078,12/24/2019,12/24/2019,1100,12/24/2019,1400,503,,,999 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78111,-84.3837
193581227,12/24/2019,12/24/2019,1500,12/24/2019,1654,503,,,35 14TH ST NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78626,-84.38639
193581357,12/24/2019,12/24/2019,1600,12/24/2019,1715,602,,,1049 PONCE DE LEON AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77315,-84.35304
193581378,12/24/2019,12/24/2019,1550,12/24/2019,1725,601,,,842 N HIGHLAND AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.7775,-84.3529
193581450,12/24/2019,12/24/2019,1800,12/24/2019,1807,205,,,1892 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80673,-84.41316
193581468,12/24/2019,12/24/2019,816,12/24/2019,1810,509,,,207 PEACHTREE CENTER AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.7602,-84.38554
193581480,12/24/2019,12/24/2019,1815,12/24/2019,1819,501,,,1016 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78183,-84.41244
193581541,12/24/2019,12/24/2019,1700,12/24/2019,1900,601,,,1004 LOS ANGELES AVE NE ,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78343,-84.35457
193581577,12/24/2019,12/24/2019,1707,12/24/2019,1950,206,,,550 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83743,-84.37006
193581666,12/24/2019,12/24/2019,1900,12/24/2019,2056,606,,,697 WYLIE ST SE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Cabbagetown,N,33.75176,-84.36438
193581681,12/24/2019,12/24/2019,1900,12/24/2019,2107,207,,,2166 PEACHTREE RD NW @HOUSTONS,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.81349,-84.39275
193581695,12/24/2019,12/24/2019,1000,12/24/2019,2150,208,,,3279 ROSWELL RD NE,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.84482,-84.37999
193581730,12/24/2019,12/24/2019,2156,12/24/2019,2156,306,,,2779 LAKEWOOD AVE SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Sylvan Hills,X,33.69729,-84.40943
193581843,12/24/2019,12/24/2019,2000,12/25/2019,2329,304,,,1043 FERN AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Peoplestown,V,33.72603,-84.38541
193580526,12/24/2019,12/23/2019,1800,12/24/2019,800,209,,1009,600 PHIPPS BLVD NE,Evening Watch,18,LARCENY-FROM VEHICLE,650,2304,North Buckhead,B,33.85301,-84.36531
193580978,12/24/2019,12/24/2019,300,12/24/2019,1200,511,,,95 MARTIN L KING JR DR SW,Morning Watch,18,LARCENY-FROM VEHICLE,650,2304,Downtown,M,33.75161,-84.39112
193580120,12/24/2019,12/20/2019,830,12/24/2019,100,602,,12,641 N HIGHLAND AVE NE,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,Poncey-Highland,N,33.77185,-84.3524
193580928,12/24/2019,12/21/2019,1930,12/24/2019,1250,603,,,368 ANGIER AVE NE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Old Fourth Ward,M,33.76682,-84.37534
193581680,12/24/2019,12/24/2019,700,12/24/2019,2100,114,,,882 BONNEVILLE TER NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Carroll Heights,H,33.77955,-84.50384
193580485,12/24/2019,12/23/2019,0,12/24/2019,530,503,,,180 11TH ST NE,Morning Watch,99,BURGLARY-NONRES,512,2203,Midtown,E,33.78324,-84.38134
193581839,12/24/2019,12/24/2019,2304,12/24/2019,2306,609,,,1260 MEMORIAL DR SE,Morning Watch,24,BURGLARY-NONRES,512,2203,Edgewood,O,33.74768,-84.34641
193581216,12/24/2019,12/24/2019,1150,12/24/2019,1315,,,,112 KROG STREET NE,Day Watch,99,LARCENY-NON VEHICLE,660,2317,Inman Park,N,33.75644,-84.36472
193580150,12/24/2019,12/24/2019,30,12/24/2019,100,505,,7,853 MYRTLE ST NE,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,Midtown,E,33.77782,-84.37964
193580693,12/24/2019,12/24/2019,1000,12/24/2019,1021,111,,,3221 MARTIN L KING JR DR NW,Day Watch,18,ROBBERY-PEDESTRIAN,311,1204,,I,33.75284,-84.49256
193581524,12/24/2019,12/24/2019,1912,12/24/2019,1920,302,,,765 MCDANIEL ST SW,Evening Watch,18,ROBBERY-PEDESTRIAN,311,1204,Pittsburgh,V,33.73365,-84.40221
193580390,12/24/2019,12/24/2019,540,12/24/2019,541,503,,,188 14TH ST NE,Morning Watch,18,ROBBERY-COMMERCIAL,312,1201,Midtown,E,33.78626,-84.38172
193580737,12/24/2019,12/23/2019,1430,12/24/2019,1059,303,,,581 METROPOLITAN PKWY,Day Watch,18,AUTO THEFT,730,2434,Adair Park,V,33.73929,-84.40819
193580048,12/24/2019,12/23/2019,1930,12/24/2019,0,408,,,1520 VENETIAN DR SW,Morning Watch,20,AUTO THEFT,710,2404,Venetian Hills,S,33.71436,-84.43832
193580315,12/24/2019,12/23/2019,2300,12/24/2019,250,210,,104,3460 KINGSBORO RD NE,Morning Watch,18,AUTO THEFT,710,2404,Buckhead Heights,B,33.85017,-84.3577
193580402,12/24/2019,12/23/2019,2255,12/24/2019,559,606,,,125 SHORT ST SE,Morning Watch,13,AUTO THEFT,710,2404,Cabbagetown,N,33.75109,-84.36447
193580481,12/24/2019,12/24/2019,615,12/24/2019,630,507,,,255 TED TURNER DR SW,Day Watch,18,AUTO THEFT,710,2404,Castleberry Hill,M,33.74755,-84.39824
193580612,12/24/2019,12/24/2019,915,12/24/2019,920,306,,,1974 SYLVAN RD SW,Day Watch,23,AUTO THEFT,710,2404,Sylvan Hills,X,33.70008,-84.41803
193580759,12/24/2019,12/24/2019,0,12/24/2019,1000,113,500,505,1212 JAMES JACKSON PKWY NW,Day Watch,26,AUTO THEFT,710,2404,Monroe Heights,G,33.79333,-84.47416
193580781,12/24/2019,12/24/2019,1100,12/24/2019,1120,104,,,1739 MARTIN L KING JR DR NW,Day Watch,23,AUTO THEFT,710,2404,Mozley Park,K,33.75144,-84.44382
193580926,12/24/2019,12/23/2019,1100,12/24/2019,1252,607,,,1635 MORELAND AVE SE @FOXY LADY,Day Watch,11,AUTO THEFT,710,2404A,Custer/McDonough/Guice,W,33.70941,-84.34994
193580973,12/24/2019,12/24/2019,300,12/24/2019,1300,111,,,180 HEMPHILL SCHOOL RD NW,Evening Watch,13,AUTO THEFT,710,2404,Adamsville,H,33.76039,-84.50094
193581000,12/24/2019,12/24/2019,1330,12/24/2019,1330,206,,,146 E ANDREWS DR NW,Day Watch,18,AUTO THEFT,710,2404,South Tuxedo Park,B,33.8424,-84.38388
193581002,12/24/2019,12/23/2019,2115,12/24/2019,1200,412,,19301,1371 KIMBERLY WAY SW,Morning Watch,18,AUTO THEFT,710,2404,Ashley Courts,P,33.71771,-84.52315
193581159,12/24/2019,12/24/2019,1500,12/24/2019,1520,209,,,4285 ROSWELL RD NE,Evening Watch,,AUTO THEFT,710,2404,North Buckhead,B,33.87204,-84.38042
193581349,12/24/2019,11/1/2019,1200,12/11/2019,1400,411,,D7,3200 STONE RD SW,Evening Watch,18,AUTO THEFT,710,2404,Greenbriar,R,33.6697,-84.49403
193581454,12/24/2019,12/24/2019,1715,12/24/2019,1730,114,,,3691 COLLIER DR NW,Evening Watch,31,AUTO THEFT,710,2404,Collier Heights,I,33.76517,-84.47487
